Release Date,Channel,Version,Build
2018-11-13,Semi-Annual Enterprise Channel (Preview),1808,10730.20205
2018-10-29,Current Channel,1810,11001.20074
2018-10-16,Current Channel,1809,10827.20181
2018-10-09,Current Channel,1809,10827.20150
2018-10-09,Semi-Annual Enterprise Channel,1803,9126.2295
2018-10-09,Semi-Annual Enterprise Channel,1708,8431.2316
2018-10-09,Semi-Annual Enterprise Channel (Preview),1808,10730.20155
2018-09-27,Current Channel,1809,10827.20138
2018-09-11,Current Channel,1808,10730.20102
2018-09-11,Semi-Annual Enterprise Channel,1803,9126.2282
2018-09-11,Semi-Annual Enterprise Channel,1708,8431.2309
2018-09-11,Semi-Annual Enterprise Channel (Preview),1808,10730.20102
2018-09-05,Current Channel,1808,10730.20088
2018-08-14,Current Channel,1807,10325.20118
2018-08-14,Semi-Annual Enterprise Channel,1803,9126.2275
2018-08-14,Semi-Annual Enterprise Channel,1708,8431.2299
2018-08-14,Semi-Annual Enterprise Channel (Preview),1803,9126.2275
2017-12-12,Current Channel,1711,8730.2127
2017-12-12,Semi-Annual Enterprise Channel,1705,8201.2213
2017-12-12,Semi-Annual Enterprise Channel,1701,7766.2130
2017-12-12,Semi-Annual Enterprise Channel (Preview),1708,8431.2131
